Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value eat2_d15_N2_d15;Student's T-test q-value  eat2_d15_N2_d15; Student's T-test Difference  eat2_d15_N2_d15;Student's T-test Test statistic  eat2_d15_N2_d15;Sign p-val: 0.05 
Q27527(60);25,2508;24,108;25,0387;25,0388;20,5803;19,3364;19,7297;20,0596;4,97997;0,00252632;4,93257;13,4486;+
Q27527(80);24,304;22,389;22,6651;22,8755;19,7049;19,9769;20,4502;19,3664;3,22528;0,0024;3,18381;6,5716;+
Q27527(132);27,3823;26,7877;28,2576;25,3172;20,1947;19,4515;18,9436;19,3024;4,49825;0,00163441;7,46313;11,1061;+
Q27527(5);20,8567;19,0646;20,7211;19,8576;20,4962;19,0849;19,2204;20,0688;0,321566;0,366188;0,407475;0,758449;
Q27531(241);20,8959;20,7719;20,471;21,1367;25,3332;24,6179;24,6359;27,0939;3,59616;0,00146462;-4,60136;-7,68871;+
Q27531(343);22,0633;21,5764;21,5672;20,8705;19,9117;18,929;20,842;19,2122;1,97123;0,0108353;1,79562;3,65169;+
Q27531(407);20,4916;18,4519;19,6236;19,6529;25,9105;25,6825;24,3631;24,8952;4,30438;0,00163077;-5,65784;-10,2747;+
Q27531(160);21,0205;20,0491;21,0208;20,7855;19,6772;21,2518;21,2212;21,8096;0,210407;0,507619;-0,270961;-0,52866;
Q27531(436);20,5198;19,8815;21,3921;21,19;18,0571;19,1262;19,3993;20,0183;1,61233;0,0195757;1,59559;2,98696;+
Q27531(423);26,5346;24,8941;24,4749;25,3971;23,9614;22,2519;23,8134;25,1004;1,09361;0,056013;1,54341;2,09882;
Q27535(322);22,0622;20,821;19,7013;20,1825;18,4718;21,2226;19,7477;20,0643;0,486791;0,235384;0,815169;1,06944;
Q27874(783);22,0736;21,001;20,481;21,0039;19,7907;19,664;20,3843;18,3903;1,59103;0,0205014;1,58254;2,94909;+
Q27874(793);22,0932;21,0976;20,0352;19,6174;18,9417;19,4128;20,8744;19,054;0,793448;0,11133;1,14014;1,59917;
Q27GU2(11);20,4667;21,5335;18,4032;21,4445;18,2163;21,3915;18,8995;20,1458;0,33791;0,349997;0,798725;0,79057;
Q2EEN5(29);25,2914;25,4006;27,0774;25,796;25,1107;23,1802;25,7526;24,747;0,881747;0,0918306;1,19374;1,74665;
Q2EEN5(64);20,707;21,5695;21,7025;20,2438;19,301;21,234;21,6128;19,7993;0,377494;0,315996;0,568933;0,866956;
Q2HQL4(171);20,3771;20,8818;19,9391;19,5924;19,6229;20,2172;19,7623;21,1814;0,00123261;0,996388;0,00166321;0,00370256;
Q2L6X2(16);20,9879;20,2786;20,7931;21,0428;18,5963;21,3176;18,6485;19,5336;0,973909;0,0744102;1,25158;1,89985;
Q2L6X2(10);22,0336;20,4167;20,9875;19,5646;19,136;21,3881;19,384;19,5158;0,573003;0,191792;0,89463;1,22267;
Q2XN01(5);25,3957;24,8404;24,2008;27,9736;28,0329;27,4626;26,807;24,4091;0,414257;0,285856;-1,07528;-0,936313;
Q2XN01(204);26,4163;24,5485;25,3518;25,4606;28,6639;27,7772;27,391;28,3076;2,80101;0,00321368;-2,59059;-5,45415;+
Q2XN01(205);25,2545;24,4149;24,4534;25,6557;21,4764;22,1598;21,4956;21,7837;4,06177;0,00112169;3,21574;9,31381;+
Q304E5(476);21,2935;18,7727;21,2574;21,6512;21,6915;20,196;19,3521;19,8044;0,233533;0,47382;0,482705;0,578342;
Q3LFN1(105);21,5281;18,74;20,413;21,0329;20,0649;20,3442;18,6127;19,8542;0,442584;0,26501;0,709532;0,988844;
Q3LFN1(76);22,8376;21,7632;20,1892;20,5167;19,9074;21,6673;18,4302;19,5049;0,793156;0,111184;1,44921;1,59868;
Q3V5H6(2);21,3163;20,7514;20,7386;20,9232;25,8814;24,1265;23,5481;24,5678;3,3727;0,00247255;-3,59855;-6,99862;+
Q3Y3Z9(65);19,7352;20,8403;20,93;20,5755;21,2561;22,8955;23,052;21,605;1,72277;0,0163588;-1,68192;-3,18593;+
Q4JFH6(56);21,8275;21,2269;19,1826;20,1971;20,5867;19,9406;21,0556;20,3447;0,0722775;0,794124;0,126646;0,201873;
Q4R132(95);22,2341;22,5979;22,4865;21,8139;24,1748;22,6527;21,7485;24,9482;0,720002;0,133124;-1,0979;-1,47544;
Q4TTB6(64);21,5642;20,8979;21,2335;18,7129;25,0609;25,784;24,4917;26,0733;3,18126;0,00251163;-4,75034;-6,44822;+
Q8MXD9(132);21,498;19,4407;20,9279;20,7512;21,7812;19,7735;18,7837;19,0279;0,452561;0,258037;0,812883;1,00717;
Q564S3(177);25,3507;25,5855;24,7028;24,8904;26,4296;25,8189;25,1148;25,9848;1,07616;0,058554;-0,704681;-2,06976;
Q564S3(193);21,869;20,8753;21,1774;21,2424;23,2544;23,8982;24,208;23,1238;3,37704;0,00250847;-2,33009;-7,01154;+
Q564X1(260);26,2889;24,6341;24,4392;25,2334;26,0469;25,3123;25,6699;25,5606;0,517844;0,218819;-0,498502;-1,12518;
Q564Y0(207);20,1268;21,0265;20,4522;21,0686;18,4594;19,3036;19,3109;21,81;0,587051;0,184625;0,947569;1,24722;
Q564Y2(49);23,5984;24,6917;25,7009;25,8408;25,1743;24,9462;25,0977;25,3757;0,136316;0,642925;-0,190534;-0,360806;
Q564Y2(35);20,7997;20,6881;21,0591;21,2379;25,8449;25,2946;27,0355;25,8875;4,91734;0,00228571;-5,06944;-13,1198;+
Q564Y2(36);20,4398;19,0493;20,6327;20,9753;25,8449;25,5522;23,9168;22,6388;2,56781;0,00377377;-4,21395;-4,9021;+
Q95X71(41);20,0143;21,2851;20,9405;20,4104;19,098;19,7379;19,3971;20,9176;0,909845;0,0861498;0,874941;1,79341;
Q95X71(55);24,3355;19,2135;21,1595;21,9756;20,0026;18,5208;21,0332;20,1581;0,719505;0,133248;1,74235;1,4746;
Q5GMH8(135);21,7513;20,1981;19,3523;21,2844;21,045;19,5931;21,0765;18,3827;0,311179;0,376134;0,622198;0,737843;
Q5W7A3(37);21,2883;19,8726;21,2565;21,391;19,6435;20,6073;19,8812;21,8304;0,32078;0,366769;0,461505;0,756896;
Q5WRT8(437);20,7837;21,013;21,321;20,6329;21,919;21,3673;20,8531;21,2513;0,758602;0,120824;-0,410024;-1,54062;
Q5WRT8(389);21,9473;21,4453;19,3994;21,128;20,8452;16,4745;19,1892;19,8457;0,877854;0,0925107;1,89133;1,74017;
Q5WRT8(755);20,2359;21,3489;20,7362;20,8375;19,1403;20,9816;18,8459;21,4244;0,452947;0,258098;0,691549;1,00788;
Q5WRT8(1385);26,1373;22,729;24,2276;24,4139;17,5625;21,7741;20,464;19,8691;2,13337;0,00809183;4,45953;3,97134;+
Q65CM5(22);21,8935;21,2376;19,8352;21,4507;19,8458;20,5726;20,0899;18,3338;1,10813;0,0539399;1,39373;2,12301;
Q65XX2(476);18,9803;19,8844;21,0366;20,0067;19,9732;21,4596;20,6298;19,4604;0,277286;0,415281;-0,403757;-0,669479;
Q6DNF7(350);27,4508;26,9211;28,4909;28,7345;23,2835;23,1824;21,551;26,2739;2,16284;0,00752568;4,32663;4,03091;+
Q71UE4(83);24,5393;21,6948;21,746;22,1196;19,8718;18,6168;18,7803;20,6559;1,97675;0,0106803;3,04374;3,66234;+
Q7JMQ6(277);28,1342;25,7791;24,3555;24,4394;19,2192;18,1159;18,7617;17,9336;3,6023;0,00147368;7,16944;7,70847;+
Q7JMQ6(282);27,0605;23,6347;24,8165;25,3637;21,0964;20,0973;19,4052;20,9598;2,98826;0,002875;4,82922;5,92812;+
Q7JMS5(32);21,9551;19,8737;21,7016;20,02;20,3223;19,0196;21,5973;18,5003;0,539126;0,207538;1,02769;1,16301;
Q7JMS5(10);21,6789;19,1302;21,4611;21,6033;20,9835;20,781;19,3565;20,8968;0,262884;0,434122;0,463899;0,639861;
Q7JNM2(328);20,8806;19,7487;20,102;19,8692;19,6345;21,5986;19,3402;18,1544;0,252066;0,449016;0,468215;0,617374;
Q7K6X4(22);22,6682;20,3475;21,6099;21,5633;19,373;21,5447;19,9934;21,7324;0,550576;0,202989;0,88634;1,18325;
Q7KPV8(61);22,0506;20,8506;21,6979;19,9559;17,4851;18,2891;19,047;21,8095;0,966311;0,0756377;1,98105;1,88723;
Q7YTN9(170);21,3542;19,8447;21,5752;19,5395;19,9801;18,1142;19,7359;19,5355;0,948533;0,0789548;1,23697;1,8577;
Q7YWU6(35);21,4641;21,1851;19,7209;21,4325;20,8029;21,0118;19,5287;19,6974;0,577844;0,189629;0,690448;1,23114;
Q7YWV0(8);20,3566;20,0155;20,8724;21,566;24,07;23,6908;26,5381;23,1494;2,36454;0,00496118;-3,65945;-4,45203;+
Q7YWW4(92);21,1008;20,7515;20,9775;19,9801;21,5477;21,1739;23,0156;23,0117;1,46377;0,0259767;-1,48476;-2,72587;+
Q7YX48(109);21,0956;20,5364;21,7373;19,5071;19,3711;19,7282;18,4369;19,8528;1,27508;0,0375266;1,37184;2,40298;+
Q7YZW5(138);21,3463;18,9899;20,3637;20,0817;24,1897;24,0689;21,9069;23,4461;2,3826;0,00490213;-3,20753;-4,49093;+
Q7Z072(213);20,1719;20,9586;21,5218;20,2994;18,5287;20,9403;18,9727;19,4535;1,0769;0,0585383;1,26415;2,071;
Q7Z072(242);26,042;25,1455;27,2076;25,4604;19,1066;20,426;19,2094;21,2536;3,89241;0,0012;5,96498;8,69125;+
Q7Z072(207);25,233;25,3822;26,1239;25,6729;20,371;17,1238;18,7797;18,0298;4,19462;0,00133333;7,02695;9,82949;+
Q7Z072(254);25,1895;25,5034;26,1486;25,6851;25,7172;24,4458;23,0517;25,6848;0,657431;0,155391;0,90675;1,36886;
Q7Z072(259);21,7559;19,9853;20,9297;20,1024;19,9258;19,0765;21,5843;20,0497;0,344561;0,343844;0,534274;0,803539;
Q7Z072(192);26,2937;25,5504;25,925;27,6989;17,9771;18,3745;21,6819;19,878;3,42444;0,00235897;6,8891;7,15367;+
Q7Z072(335);23,9501;23,8636;26,1558;25,0726;21,6133;20,6893;18,2359;20,9509;2,52113;0,00412573;4,3882;4,79631;+
Q7Z138(246);20,4522;20,7189;21,0618;19,7571;21,9307;18,8967;20,088;17,2307;0,413491;0,286382;0,961011;0,934882;
Q86DA7(164);20,1866;20,3316;20,6317;21,2597;21,2953;21,048;21,5751;23,5698;1,05654;0,0615416;-1,26964;-2,03712;
Q86DD5(400);23,3039;21,9233;22,1845;25,1199;26,3928;26,1902;25,097;25,9457;1,9196;0,0115244;-2,77354;-3,55264;+
Q86DD5(419);28,6692;26,3475;27,9921;28,8203;27,6184;28,0308;25,9662;28,0696;0,298503;0,389942;0,536031;0,712484;
Q86FL7(5);27,0314;27,7705;27,5854;26,6016;25,992;25,7715;23,426;23,3237;1,83296;0,0133596;2,61894;3,38917;+
Q86NC1(484);21,2808;21,1484;18,9592;20,8268;20,4122;19,104;20,6529;19,629;0,412902;0,286622;0,604298;0,93378;
Q86NC1(166);23,6317;27,6576;26,6127;26,2475;18,768;21,016;19,6618;21,3091;2,8655;0,00318815;5,84866;5,61415;+
Q86NE4(5);21,2879;20,0543;21,8507;21,4418;21,8388;19,948;21,1519;20,4782;0,215587;0,499779;0,304454;0,539888;
Q86NH9(58);25,2461;24,1798;23,5591;24,8226;21,5417;19,3489;19,4014;19,882;3,36199;0,00244917;4,40839;6,96688;+
Q86S66(139);24,694;25,2379;26,5354;24,7988;20,5101;19,2314;19,4453;19,846;4,46127;0,00152;5,55832;10,9429;+
Q86S66(130);26,7603;27,755;27,4768;28,0293;19,4437;20,7835;18,6769;20,0361;5,23099;0,00457143;7,77028;14,8461;+
Q86S66(68);21,9704;23,9885;25,4679;25,1838;21,3719;20,0916;17,6895;19,8469;2,14438;0,00787372;4,40267;3,99353;+
Q86S66(72);25,3624;25,6324;25,0875;25,7636;18,7423;19,1106;19,0358;19,6841;6,62157;0;6,31826;25,5114;+
Q86S66(94);22,1;21,5115;20,9555;20,8332;20,6219;17,6391;19,7769;19,8935;1,41915;0,0283593;1,86721;2,64872;+
Q86S66(86);23,0918;24,0532;24,3363;23,3065;18,3074;19,9936;20,0836;21,091;2,97837;0,00285155;3,82805;5,90236;+
Q86S66(51);20,6747;19,1461;20,9533;20,4408;19,4318;18,686;20,2023;19,6285;0,798678;0,110431;0,816572;1,60794;
Q86S66(54);20,4089;20,8292;18,8782;20,4118;24,5537;24,6145;23,8883;25,2573;3,88794;0,00118966;-4,44639;-8,67533;+
Q8I4C0(4);27,5229;25,7238;26,507;27,7157;27,0751;27,3391;25,8257;27,5593;0,0476974;0,858243;-0,0824776;-0,136371;
Q8I4E4(421);21,2487;21,0025;20,376;20,8921;25,6742;26,5871;23,7838;24,3481;3,1572;0,00256762;-4,2185;-6,38152;+
Q8I4J8(326);21,1811;19,9721;20,3726;20,3845;19,0594;19,1415;20,2025;20,1031;1,12225;0,0523588;0,850949;2,14655;
Q8I4J8(327);21,1851;21,3429;20,6503;20,9089;21,2585;19,1406;20,208;20,4258;0,825554;0,104103;0,763575;1,65292;
Q8I4M5(606);21,1983;20,5922;20,2491;21,1646;19,8052;20,7801;20,3876;20,5834;0,628661;0,166439;0,411962;1,3194;
Q8I711(255);21,4495;19,4051;20,9881;20,194;21,9697;20,511;16,8104;17,5704;0,447314;0,261393;1,29381;0,997545;
Q8I711(9);20,1257;20,8437;20,9414;21,2936;23,4513;22,7885;22,2743;20,1849;0,937228;0,0807405;-1,37364;-1,83892;
Q8I7G0(138);20,4203;19,4022;20,4431;21,3248;24,0579;23,5992;22,4923;24,8613;2,74246;0,00334506;-3,35504;-5,31174;+
Q8I7K2(2);21,5617;21,2058;21,2674;20,6446;20,1123;19,8098;20,838;20,997;1,11163;0,0533414;0,730583;2,12883;
Q8I7K2(3);21,4691;20,0656;19,354;20,6823;18,4436;20,6118;20,0232;19,7076;0,495277;0,230967;0,696174;1,08474;
Q8I7K2(12);19,9777;20,5747;21,8539;21,3877;18,0383;19,9066;19,2167;19,1114;1,78803;0,0144338;1,88026;3,3057;+
Q8IG31(117);25,2288;23,9305;22,5778;21,8841;20,3071;19,5835;19,6467;19,5174;2,50827;0,0043045;3,64161;4,76743;+
Q8IG31(193);25,1277;23,0047;23,5385;23,533;21,6887;21,5227;21,5087;19,6751;2,1881;0,00723574;2,70217;4,08235;+
Q8IG31(182);21,4128;20,9335;21,0781;21,5631;17,0459;19,4119;20,0852;18,2426;2,00914;0,0100086;2,55045;3,72523;+
Q8IG31(186);24,2844;23,6299;23,6543;21,9397;19,3931;21,7107;19,8821;19,8984;2,34359;0,00511734;3,15598;4,40714;+
Q8IG31(90);24,6413;23,2601;23,3929;24,642;24,1485;23,961;23,1347;24,9779;0,0465099;0,862127;-0,0714345;-0,133132;
Q8IG31(165);21,3891;20,6149;21,4462;21,0878;18,9591;18,536;17,6032;19,1913;3,17341;0,0025973;2,5621;6,42639;+
Q8IG31(3);28,1912;21,0555;27,0749;25,9757;28,166;27,9014;26,8082;27,9616;0,636319;0,163115;-2,135;-1,3326;
Q8IG31(32);21,5716;21,3967;19,7486;19,8193;19,5417;20,4564;20,8973;19,9794;0,304651;0,383346;0,415372;0,724813;
Q8IG31(34);21,9982;21,0527;19,7668;20,1903;19,0105;19,1708;21,4611;20,8276;0,347968;0,34087;0,634517;0,810161;
Q8IG69(68);25,3509;24,5173;24,2098;23,4168;20,1164;20,6228;18,5607;18,9235;3,58369;0,00142943;4,81783;7,64877;+
Q8MPY2(20);26,3958;24,553;25,4217;26,2358;25,8256;26,2701;25,6286;22,7694;0,236972;0,4696;0,528146;0,585634;
Q8MQ73(36);21,1866;20,5926;21,625;21,3633;18,8822;20,4055;19,1098;18,88;2,33524;0,00524252;1,87248;4,38935;+
Q8MQ73(43);19,9772;19,628;21,6355;20,7826;20,9532;18,9936;18,6238;19,9377;0,605215;0,176103;0,878727;1,27883;
Q8MQ73(13);28,2605;23,1326;23,7157;23,8009;19,8689;19,2727;20,2957;20,4721;2,0999;0,00843518;4,75006;3,90422;+
Q8MQH0(5);29,4114;26,9723;27,0426;27,5309;28,0676;28,2216;26,3185;27,903;0,0544649;0,840294;0,111632;0,154694;
Q8MXJ9(83);21,5728;17,9518;20,0128;20,1321;23,2847;23,0669;21,2922;23,4345;1,72096;0,0163881;-2,85218;-3,18263;+
Q8MXR6(145);20,2332;20,5146;21,2983;19,6393;19,6252;21,601;15,9932;20,3292;0,356406;0,334014;1,03419;0,826498;
Q8MXS0(298);25,6627;28,4751;28,0949;28,2334;20,3575;19,1244;20,7894;20,0458;4,26637;0,00153623;7,53724;10,1185;+
Q8MXS0(307);20,1667;20,8118;19,992;19,6609;23,1477;23,3427;23,8327;23,3829;4,6059;0,002;-3,26866;-11,594;+
Q8MXS0(584);22,1083;20,2631;20,6127;19,6843;18,9232;20,5581;20,3099;19,4725;0,634482;0,163815;0,851168;1,32943;
Q8MXS0(157);21,341;20,4825;20,6611;21,4192;20,1524;20,2673;19,78;20,5572;1,47723;0,0256866;0,786754;2,74924;+
Q8MXS0(1132);20,9386;21,034;20,0461;20,795;19,4574;19,0427;17,8768;20,458;1,37892;0,0307503;1,49472;2,57963;+
Q8MXS0(41);25,5304;24,4153;24,9812;24,3225;21,8515;19,0141;19,9578;20,5539;3,30606;0,00235294;4,46799;6,80292;+
Q8MXS0(1085);22,7403;23,1026;25,1358;24,0574;19,9809;19,0283;17,7595;18,7466;3,34765;0,00238161;4,88018;6,92454;+
Q965X9(22);21,2703;23,8895;23,9321;23,9181;25,1777;24,9032;26,1859;25,2987;1,61091;0,0195484;-2,13889;-2,98443;+
Q8T3D2(2993);20,8937;19,7942;21,2548;21,6188;19,4124;18,6236;21,2421;20,1967;0,73052;0,129616;1,02164;1,49324;
Q8T3D2(2999);21,3944;20,8123;21,2173;21,4226;21,1587;21,2006;18,3434;21,1106;0,479897;0,240271;0,758339;1,05698;
Q8T5S1(555);19,7683;20,0399;21,8134;19,9435;20,0279;20,2128;19,7078;19,8911;0,385344;0,30934;0,431395;0,881886;
Q8T5S1(577);20,6816;20,5197;19,1933;21,6198;18,4485;20,6796;19,7511;20,2286;0,474464;0,244051;0,726653;1,04713;
Q8WQA8(6);35,8885;23,8776;26,0975;26,6773;33,0702;33,4153;32,019;32,7164;0,88294;0,0916842;-4,67;-1,74864;
Q8WQA8(9);36,2561;23,8776;25,168;29,234;31,7157;32,8948;31,5943;31,8032;0,561381;0,197505;-3,36811;-1,20227;
Q8WQA8(29);27,7185;24,4083;26,062;22,8485;25,8033;26,5856;25,0357;25,667;0,182955;0,553525;-0,513606;-0,46813;
Q8WQA8(33);25,7882;22,2834;23,2486;23,2962;19,7572;21,0046;20,2748;21,3585;1,98488;0,0104539;3,05534;3,67807;+
Q8WQA8(50);30,9493;24,3604;24,8153;26,0557;30,3161;30,2815;30,1829;29,2065;1,18404;0,0455444;-3,45156;-2,24982;+
Q8WQF7(155);26,913;25,8408;26,4111;24,995;26,8813;27,0208;24,7637;24,7813;0,0858796;0,759462;0,178211;0,236949;
Q8WQF7(178);21,1327;21,4059;20,7109;21,4292;18,0942;18,1041;21,6674;19,5677;1,09759;0,055397;1,81134;2,10544;
Q8WQF7(186);19,2846;20,3324;21,6406;20,2331;22,4501;22,9375;23,4396;23,5343;2,60438;0,00367822;-2,71767;-4,98605;+
Q8WQF7(175);22,7679;22,7201;24,7826;23,1415;20,2474;21,2752;19,9447;21,2168;2,40195;0,00476907;2,682;4,53283;+
Q8WQF7(166);24,5137;26,8936;27,5386;26,8225;20,3779;21,5469;18,2653;17,723;3,10818;0,00264727;6,96385;6,24731;+
Q8WQF7(37);25,3497;26,4963;26,3745;26,3901;25,3166;23,8001;22,9372;23,432;2,11651;0,00830741;2,28118;3,93744;+
Q8WQF7(52);24,5734;26,6463;25,4315;25,1519;26,6309;26,785;25,7143;24,2679;0,220531;0,491849;-0,398733;-0,550549;
Q8WQF7(272);20,8712;20,988;20,9541;18,8918;19,7033;19,9172;19,8827;21,1709;0,161841;0,590592;0,257741;0,420298;
Q93168(211);20,6166;19,9714;21,4693;21,2933;21,55;20,0319;19,3167;20,2412;0,424898;0,278262;0,552704;0,956134;
Q93168(220);21,2102;20,085;20,7704;19,4268;22,688;23,0862;23,8806;22,4752;2,74959;0,00330506;-2,6594;-5,32894;+
Q93168(273);21,2114;19,1482;20,9537;20;21,4001;20,9024;19,1121;19,4194;0,0579647;0,830712;0,119804;0,164082;
Q93211(6);25,9525;25,2268;25,1091;24,8003;25,7102;23,3969;21,8103;22,5732;1,13183;0,0512412;1,89954;2,16253;
Q93211(29);23,125;22,7513;23,2555;23,8726;25,5807;24,7163;25,3956;25,142;3,21722;0,00245908;-1,95754;-6,54889;+
Q93213(390);21,3189;20,5675;19,6816;20,4572;19,548;21,4063;19,888;19,197;0,363729;0,32789;0,496466;0,840607;
Q93235(4);20,9783;21,5378;20,5485;20,9016;21,079;19,2166;20,2027;20,6212;0,789861;0,112101;0,711672;1,59316;
Q93244(330);22,7568;22,6181;20,9653;23,047;20,2174;21,4251;20,6473;18,3873;1,4672;0,0258909;2,17752;2,73182;+
Q93249(373);19,4759;21,1575;20,1823;19,6279;23,9893;25,0773;24,6929;24,7782;4,27932;0,00154745;-4,5235;-10,1715;+
Q93249(363);24,434;24,9989;23,7598;23,8828;20,4897;17,544;18,2653;18,3999;3,7088;0,00109966;5,59416;8,05755;+
Q93249(355);22,0114;19,8612;21,5223;19,1547;21,9778;21,2141;22,813;24,3609;1,06305;0,06082;-1,95409;-2,04795;
Q93289(467);20,9445;20,2608;19,1447;21,1766;27,6606;28,137;26,5704;27,0937;4,75022;0,00271429;-6,98374;-12,2792;+
Q93291(90);23,7994;26,5509;26,4228;24,2484;20,4685;19,8331;20,7561;19,8333;3,26125;0,00223602;5,03263;6,67383;+
Q93315(5);23,4445;23,5583;25,0893;24,8992;21,9357;19,7731;20,9258;20,6268;2,82713;0,00321626;3,43246;5,51855;+
Q93315(19);21,1203;18,5309;21,0504;21,1893;18,5997;19,9508;19,011;20,9225;0,463353;0,251552;0,851737;1,02691;
Q93321(269);20,9185;19,4949;20,0343;21,4183;19,409;19,8892;20,9833;20,7543;0,138295;0,638504;0,207564;0,365488;
Q93333(8);26,6536;26,0718;26,1606;25,6137;20,0683;20,6548;20,9219;21,5158;5,16783;0,00331034;5,33473;14,482;+
Q93338(224);21,1582;19,3417;21,2341;21,5004;20,5194;19,9522;20,3384;21,6472;0,117826;0,683432;0,194298;0,316446;
Q93379(285);23,8298;23,201;22,4885;22,845;20,1902;17,446;20,4237;19,2747;2,66065;0,00368246;3,75747;5,11708;+
Q93413(98);21,0996;21,2799;21,0837;21,6291;19,6064;20,5812;18,9777;19,8771;2,27143;0,006002;1,51248;4,25465;+
Q93454(258);21,5232;20,6113;20,4606;19,5064;19,3605;20,6592;19,2886;20,554;0,453316;0,257881;0,559817;1,00856;
Q93513(276);21,2446;21,3093;21,7184;21,5718;20,9971;20,6532;20,7589;18,854;1,1949;0,0449435;1,14522;2,26802;+
Q93513(344);23,1659;24,0967;24,1614;25,3369;18,6773;20,9321;18,7024;20,5992;2,99863;0,00271547;4,4625;5,95522;+
Q93513(236);22,5862;23,6855;23,4048;22,8287;19,7221;19,4038;18,7913;21,669;2,52791;0,00402807;3,22976;4,81158;+
Q93513(205);24,1499;22,7876;21,5033;21,4079;19,5622;20,3096;18,8961;20,1561;2,04306;0,00939453;2,73117;3,79163;+
Q93535(348);26,2083;26,0163;26,0585;23,9973;27,4465;27,3837;26,8022;23,2217;0,227746;0,481473;-0,643395;-0,566014;
Q93553(30);25,7846;22,0416;22,2926;23,1026;20,0026;18,16;18,4208;20,5033;2,09894;0,00842754;4,03365;3,90232;+
Q93572(274);21,7398;20,8604;22,6297;21,1149;19,3721;19,7368;20,4438;20,4298;1,81155;0,0137143;1,59061;3,34929;+
Q93572(16);20,1824;21,192;20,8864;21,621;19,8902;20,7923;18,9436;19,3328;1,30229;0,0352325;1,23072;2,44905;+
Q93572(295);21,3021;19,8598;20,2632;19,4409;21,3677;20,7714;21,359;20,9286;1,08587;0,0572493;-0,890166;-2,08592;
Q93572(57);21,5462;19,8633;21,3127;18,673;19,385;19,4555;20,2478;20,8226;0,193826;0,535702;0,371079;0,492314;
Q93572(71);27,8079;28,2463;28,7695;28,4372;19,0246;20,8602;18,3018;21,1339;4,64523;0,00226866;8,48513;11,7771;+
Q93572(162);19,2567;20,2776;18,6828;21,0232;22,0332;23,1794;21,7549;23,235;2,26067;0,00605545;-2,74055;-4,23217;+
Q93572(92);21,0958;20,2455;21,4279;20,2984;19,3625;20,4776;20,1859;19,7234;1,13166;0,0512792;0,829558;2,16223;
Q93572(134);21,965;20,4737;21,6006;19,3839;18,0045;21,2054;20,3562;21,2963;0,274615;0,418911;0,640173;0,664012;
Q93572(146);23,9815;24,6309;23,9722;23,7735;20,7279;21,7219;20,9078;19,7326;3,49965;0,00175342;3,31698;7,38409;+
Q93572(101);27,8402;26,7471;26,5324;26,3685;21,6792;17,3986;19,5108;19,3073;3,66155;0,00102894;7,39811;7,90105;+
Q93573(173);24,4082;22,2195;22,8568;22,2385;26,2404;26,0483;27,0462;26,9111;3,15342;0,00255787;-3,63074;-6,3711;+
Q93573(134);23,0373;24,1091;25,5148;25,8642;22,0141;19,5435;19,8626;20,6229;2,53501;0,00398122;4,12058;4,8276;+
Q93573(130);22,1039;23,5199;24,9284;23,9757;19,0375;19,9292;18,7544;21,0301;2,63485;0,0036359;3,94416;5,05672;+
Q93573(38);23,2276;23,1068;23,2939;26,0102;23,9823;23,3061;22,6521;23,1862;0,360429;0,331138;0,627923;0,834258;
Q93573(31);21,2996;21,0517;20,7745;20,7691;24,7222;23,3449;23,0894;24,4633;3,34657;0,00237071;-2,93125;-6,92136;+
Q93573(33);20,7012;21,0897;20,7078;20,9016;24,0812;23,9272;23,0615;24,2989;4,34502;0,0017377;-2,99211;-10,4442;+
Q93573(5);20,2056;21,4875;21,186;20,832;20,1604;19,3646;19,9291;21,6456;0,541817;0,206775;0,652861;1,16777;
Q93573(105);19,9608;21,1588;19,5458;19,8286;20,1364;19,9227;19,1021;21,1607;0,0266142;0,918475;0,0430007;0,0777454;
Q93576(34);24,6787;23,6338;24,0028;23,1265;20,9332;20,8653;19,425;20,9726;3,25491;0,00221766;3,3114;6,65572;+
Q93576(39);22,8106;21,9833;22,9699;21,7195;19,3068;20,5394;19,7287;19,9431;3,10296;0,00264247;2,49134;6,23317;+
Q93576(12);26,7942;24,949;26,6083;26,9941;25,5441;24,9016;23,9122;26,5968;0,732809;0,12884;1,09773;1,49711;
Q93618(38);19,4817;20,2135;21,3595;21,4715;18,2931;21,578;20,4957;20,1481;0,245315;0,457963;0,502808;0,603232;
Q93694(136);20,734;19,5602;21,4422;21,7381;18,4252;18,3;21,2044;18,7427;1,0503;0,062343;1,70055;2,02675;
Q93694(183);20,9812;20,3185;20,8758;20,8398;17,9575;20,4875;17,9453;18,7914;1,71952;0,0164115;1,95842;3,18;+
Q93694(45);21,824;21,1211;21,4446;20,8377;19,2584;19,4035;19,3937;20,8696;1,95123;0,0110689;1,57558;3,61315;+
Q93694(124);29,0284;28,5259;28,7892;29,0704;31,9702;31,342;30,7309;31,0081;3,74216;0,00115108;-2,40929;-8,16965;+
Q93725(48);25,0742;26,0462;24,5514;23,8423;27,0056;27,0866;26,2568;27,2051;2,11405;0,00829982;-2,00999;-3,93251;+
Q93725(11);24,4265;24,5788;24,6698;23,2475;27,9166;27,3309;24,5932;22,6923;0,509587;0,223086;-1,40261;-1,11043;
